MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:2442326	Zbtb1	zinc finger and BTB domain containing 1	12		DNA-binding transcription repressor activity, RNA polymerase II-specific			IBA	PTN004702374 	J:265628 	
MGI:2685949	Zbtb2	zinc finger and BTB domain containing 2	10		DNA-binding transcription repressor activity, RNA polymerase II-specific			IBA	PTN004702374 	J:265628 	
MGI:2685949	Zbtb2	zinc finger and BTB domain containing 2	10		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	Q8N680 	J:164563 	
MGI:1922541	Zbtb3	zinc finger and BTB domain containing 3	19		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000694507 	J:265628 	
MGI:1922830	Zbtb4	zinc finger and BTB domain containing 4	11		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN002810938 	J:265628 	
MGI:1922830	Zbtb4	zinc finger and BTB domain containing 4	11		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	Q9P1Z0 	J:164563 	
MGI:1924601	Zbtb5	zinc finger and BTB domain containing 5	4		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000694507 	J:265628 	
MGI:1924601	Zbtb5	zinc finger and BTB domain containing 5	4		DNA-binding transcription repressor activity, RNA polymerase II-specific			IBA	PTN000578682 	J:265628 	
MGI:1924601	Zbtb5	zinc finger and BTB domain containing 5	4		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	O15062 	J:164563 	
MGI:2442998	Zbtb6	zinc finger and BTB domain containing 6	2		DNA-binding transcription repressor activity, RNA polymerase II-specific			IBA	PTN004702374 	J:265628 	
MGI:1335091	Zbtb7a	zinc finger and BTB domain containing 7a	10		DNA-binding transcription factor activity			IDA		J:95884 	
MGI:1335091	Zbtb7a	zinc finger and BTB domain containing 7a	10		DNA-binding transcription factor activity			IMP		J:272425 	
MGI:1335091	Zbtb7a	zinc finger and BTB domain containing 7a	10		DNA-binding transcription factor activity			ISO	RGD:620946 	J:155856 	
MGI:1335091	Zbtb7a	zinc finger and BTB domain containing 7a	10		DNA-binding transcription factor activity			ISO	O95365 	J:164563 	
MGI:1335091	Zbtb7a	zinc finger and BTB domain containing 7a	10		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000694507 	J:265628 	
MGI:1335091	Zbtb7a	zinc finger and BTB domain containing 7a	10		DNA-binding transcription repressor activity, RNA polymerase II-specific	happens near SO:0001952		IDA		J:114110 	
MGI:102755	Zbtb7b	zinc finger and BTB domain containing 7B	3		DNA-binding transcription activator activity, RNA polymerase II-specific	happens near SO:0001952		IDA		J:20520 	
MGI:102755	Zbtb7b	zinc finger and BTB domain containing 7B	3		DNA-binding transcription factor activity			IBA	PTN002918884 	J:265628 	
MGI:102755	Zbtb7b	zinc finger and BTB domain containing 7B	3		DNA-binding transcription factor activity			IDA		J:35138 	
MGI:2443302	Zbtb7c	zinc finger and BTB domain containing 7C	18		DNA-binding transcription factor activity			IBA	PTN002918884 	J:265628 	
MGI:2443876	Zbtb11	zinc finger and BTB domain containing 11	16		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN002810793 	J:265628 	
MGI:88133	Zbtb12	zinc finger and BTB domain containing 12	17		DNA-binding transcription repressor activity, RNA polymerase II-specific			IBA	PTN004702374 	J:265628 	
MGI:1195345	Zbtb14	zinc finger and BTB domain containing 14	17		DNA-binding transcription factor activity			ISO	O43829 	J:164563 	
MGI:1195345	Zbtb14	zinc finger and BTB domain containing 14	17		DNA-binding transcription repressor activity, RNA polymerase II-specific			IBA	PTN004702374 	J:265628 	
MGI:1195345	Zbtb14	zinc finger and BTB domain containing 14	17		DNA-binding transcription repressor activity, RNA polymerase II-specific	uses Myc,happens near SO:0001952		IDA		J:25666 	
MGI:103222	Zbtb16	zinc finger and BTB domain containing 16	9		DNA-binding transcription factor activity			ISO	RGD:727921 	J:155856 	
MGI:103222	Zbtb16	zinc finger and BTB domain containing 16	9		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN002354498 	J:265628 	
MGI:103222	Zbtb16	zinc finger and BTB domain containing 16	9		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	Q05516 	J:164563 	
MGI:107410	Zbtb17	zinc finger and BTB domain containing 17	4		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q13105 	J:164563 	
MGI:107410	Zbtb17	zinc finger and BTB domain containing 17	4		DNA-binding transcription factor activity			ISO	Q13105 	J:164563 	
MGI:107410	Zbtb17	zinc finger and BTB domain containing 17	4		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN002520956 	J:265628 	
MGI:1353609	Zbtb18	zinc finger and BTB domain containing 18	1		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000694507 	J:265628 	
MGI:1353609	Zbtb18	zinc finger and BTB domain containing 18	1		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	Q99592 	J:164563 	
MGI:1929213	Zbtb20	zinc finger and BTB domain containing 20	16		DNA-binding transcription repressor activity, RNA polymerase II-specific			IBA	PTN004702374 	J:265628 	
MGI:1929213	Zbtb20	zinc finger and BTB domain containing 20	16		DNA-binding transcription repressor activity, RNA polymerase II-specific			IDA		J:140053 	
MGI:1927240	Zbtb21	zinc finger and BTB domain containing 21	16		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN004702832 	J:265628 	
MGI:1927240	Zbtb21	zinc finger and BTB domain containing 21	16		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	Q9ULJ3 	J:164563 	
MGI:3039618	Zbtb24	zinc finger and BTB domain containing 24	10		DNA-binding transcription factor activity			NAS		J:115505 	
MGI:3039618	Zbtb24	zinc finger and BTB domain containing 24	10		DNA-binding transcription repressor activity, RNA polymerase II-specific			IBA	PTN004702374 	J:265628 	
MGI:99197	Zbtb25	zinc finger and BTB domain containing 25	12		DNA-binding transcription repressor activity, RNA polymerase II-specific			IBA	PTN004702374 	J:265628 	
MGI:2444402	Zbtb26	zinc finger and BTB domain containing 26	2		DNA-binding transcription repressor activity, RNA polymerase II-specific			IBA	PTN004702374 	J:265628 	
MGI:1891838	Zbtb32	zinc finger and BTB domain containing 32	7		DNA-binding transcription repressor activity, RNA polymerase II-specific			IBA	PTN004702374 	J:265628 	
MGI:1891838	Zbtb32	zinc finger and BTB domain containing 32	7		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	Q9Y2Y4 	J:164563 	
MGI:1927290	Zbtb33	zinc finger and BTB domain containing 33	X		DNA-binding transcription repressor activity, RNA polymerase II-specific			IBA	PTN004702374 	J:265628 	
MGI:2685195	Zbtb34	zinc finger and BTB domain containing 34	2		DNA-binding transcription repressor activity, RNA polymerase II-specific			IBA	PTN004702374 	J:265628 	
MGI:2444467	Zbtb37	zinc finger and BTB domain containing 37	1		DNA-binding transcription repressor activity, RNA polymerase II-specific			IBA	PTN004702374 	J:265628 	
MGI:2442866	Zbtb38	zinc finger and BTB domain containing 38	9		DNA-binding transcription factor activity			ISO	RGD:1310136 	J:155856 	
MGI:2442866	Zbtb38	zinc finger and BTB domain containing 38	9		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN002810938 	J:265628 	
MGI:2443316	Zbtb39	zinc finger and BTB domain containing 39	10		DNA-binding transcription repressor activity, RNA polymerase II-specific			IBA	PTN004702374 	J:265628 	
MGI:2682254	Zbtb40	zinc finger and BTB domain containing 40	4		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000694507 	J:265628 	
MGI:2444487	Zbtb41	zinc finger and BTB domain containing 41	1		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN004701291 	J:265628 	
MGI:3644133	Zbtb42	zinc finger and BTB domain containing 42	12		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000694507 	J:265628 	
MGI:2685003	Zbtb45	zinc finger and BTB domain containing 45	7		DNA-binding transcription repressor activity, RNA polymerase II-specific			IBA	PTN004702374 	J:265628 	
MGI:2140248	Zbtb48	zinc finger and BTB domain containing 48	4		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN004702832 	J:265628 	
MGI:1922329	Zbtb49	zinc finger and BTB domain containing 49	5		DNA-binding transcription repressor activity, RNA polymerase II-specific			IBA	PTN004702374 	J:265628 	
MGI:2682314	Zc3h4	zinc finger CCCH-type containing 4	7		DNA-binding transcription factor activity			IBA	PTN000319268 	J:265628 	
MGI:1926001	Zc3h6	zinc finger CCCH type containing 6	2		DNA-binding transcription factor activity			IBA	PTN000319268 	J:265628 	
MGI:1930128	Zc3h8	zinc finger CCCH type containing 8	2		DNA-binding transcription factor activity			IBA	PTN000319268 	J:265628 	
MGI:1930128	Zc3h8	zinc finger CCCH type containing 8	2		DNA-binding transcription factor activity			ISO	Q8N5P1 	J:164563 	
MGI:1930128	Zc3h8	zinc finger CCCH type containing 8	2		DNA-binding transcription repressor activity, RNA polymerase II-specific			IDA		J:132921 	
MGI:1344313	Zeb1	zinc finger E-box binding homeobox 1	18		DNA-binding transcription repressor activity, RNA polymerase II-specific	happens in keratinocyte,uses Ctnna1		IDA		J:213415 	
MGI:1344313	Zeb1	zinc finger E-box binding homeobox 1	18		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	P37275 	J:164563 	
MGI:1344407	Zeb2	zinc finger E-box binding homeobox 2	2		DNA-binding transcription activator activity, RNA polymerase II-specific	uses Nin		IMP	MGI:2387499 MGI:2668659 	J:219928 	
MGI:1344407	Zeb2	zinc finger E-box binding homeobox 2	2		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	O60315 	J:164563 	
MGI:2681865	Zfat	zinc finger and AT hook domain containing	15		DNA-binding transcription activator activity, RNA polymerase II-specific	happens in blood island,uses Gata1|happens in blood island,uses Lmo2|happens in blood island,uses Tal1		IDA		J:163605 	
MGI:2681865	Zfat	zinc finger and AT hook domain containing	15		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN002810938 	J:265628 	
MGI:99948	Zfhx3	zinc finger homeobox 3	8		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	Q15911 	J:164563 	
MGI:99154	Zfp1	zinc finger protein 1	8		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN007798770 	J:265628 	
MGI:99167	Zfp2	zinc finger protein 2	11		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN004701291 	J:265628 	
MGI:99177	Zfp3	zinc finger protein 3	11		DNA-binding transcription repressor activity, RNA polymerase II-specific			IBA	PTN004702374 	J:265628 	
MGI:99208	Zfp7	zinc finger protein 7	15		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN007798770 	J:265628 	
MGI:99210	Zfp9	zinc finger protein 9	6		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN004701291 	J:265628 	
MGI:99210	Zfp9	zinc finger protein 9	6		DNA-binding transcription repressor activity, RNA polymerase II-specific			IBA	PTN001226166 	J:265628 	
MGI:99156	Zfp11	zinc finger protein 11	5		DNA-binding transcription activator activity, RNA polymerase II-specific			IBA	PTN004700594 	J:265628 	
MGI:99157	Zfp12	zinc finger protein 12	5		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN007798770 	J:265628 	
MGI:99159	Zfp13	zinc finger protein 13	17		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN002354498 	J:265628 	
MGI:99159	Zfp13	zinc finger protein 13	17		DNA-binding transcription repressor activity, RNA polymerase II-specific	uses NCBI_Gene:360463		IDA		J:242469 	
MGI:99160	Zfp14	zinc finger protein 14	7		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN007798770 	J:265628 	
MGI:1929704	Zfp24	zinc finger protein 24	18		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	P17028 	J:164563 	
MGI:1929704	Zfp24	zinc finger protein 24	18		DNA-binding transcription factor activity			TAS		J:156938 	
MGI:1929704	Zfp24	zinc finger protein 24	18		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN002354498 	J:265628 	
MGI:99173	Zfp26	zinc finger protein 26	9		DNA-binding transcription activator activity, RNA polymerase II-specific			IBA	PTN004700594 	J:265628 	
MGI:99174	Zfp27	zinc finger protein 27	7		DNA-binding transcription activator activity, RNA polymerase II-specific			IBA	PTN004700594 	J:265628 	
MGI:99175	Zfp28	zinc finger protein 28	7		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN007798770 	J:265628 	
MGI:99178	Zfp30	zinc finger protein 30	7		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN007798770 	J:265628 	
MGI:99179	Zfp35	zinc finger protein 35	18		DNA-binding transcription activator activity, RNA polymerase II-specific			IBA	PTN004700594 	J:265628 	
MGI:99181	Zfp37	zinc finger protein 37	4		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN004701291 	J:265628 	
MGI:99181	Zfp37	zinc finger protein 37	4		DNA-binding transcription repressor activity, RNA polymerase II-specific			IBA	PTN001226166 	J:265628 	
MGI:99183	Zfp39	zinc finger protein 39	11		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN007798770 	J:265628 	
MGI:99185	Zfp40	zinc finger protein 40	17		DNA-binding transcription activator activity, RNA polymerase II-specific			IBA	PTN004700594 	J:265628 	
MGI:99186	Zfp41	zinc finger protein 41	15		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN004701291 	J:265628 	
MGI:99186	Zfp41	zinc finger protein 41	15		DNA-binding transcription repressor activity, RNA polymerase II-specific			IBA	PTN001226166 	J:265628 	
MGI:99187	Zfp42	zinc finger protein 42	8		DNA-binding transcription activator activity, RNA polymerase II-specific	uses Socs3		IMP		J:166578 	
MGI:99192	Zfp46	zinc finger protein 46	4		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN004701291 	J:265628 	
MGI:99192	Zfp46	zinc finger protein 46	4		DNA-binding transcription repressor activity, RNA polymerase II-specific			IBA	PTN001226166 	J:265628 	
MGI:99198	Zfp51	zinc finger protein 51	17		DNA-binding transcription activator activity, RNA polymerase II-specific			IBA	PTN004700594 	J:265628 	
MGI:99199	Zfp52	zinc finger protein 52	17		DNA-binding transcription activator activity, RNA polymerase II-specific			IBA	PTN004700594 	J:265628 	
MGI:99200	Zfp53	zinc finger protein 53	17		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN007798770 	J:265628 	
MGI:99201	Zfp54	zinc finger protein 54	17		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN007798770 	J:265628 	
MGI:99204	Zfp57	zinc finger protein 57	17		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN004701291 	J:265628 	
MGI:99204	Zfp57	zinc finger protein 57	17		DNA-binding transcription repressor activity, RNA polymerase II-specific			IBA	PTN001226166 	J:265628 	
MGI:99205	Zfp58	zinc finger protein 58	13		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN007798770 	J:265628 	
MGI:99206	Zfp59	zinc finger protein 59	7		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN007798770 	J:265628 	
MGI:99207	Zfp60	zinc finger protein 60	7		DNA-binding transcription activator activity, RNA polymerase II-specific			IBA	PTN004700594 	J:265628 	
